alexnet_original_1_conv,0.063 s,,vgg16_original_1_conv,0.247 s,,resnet50_original_1,0.138 s,,conv2d_1,0.047 s,,yolo_original_1_conv,0.113 s,,c3d_original_1_conv,1.695 s
,,,,,,resnet50_channel_11b_conv_1,0.031 s,,xception_filter_21_dconv_1,0.008 s,,,,,,
,,,,,,resnet50_channel_11b_conv_2,0.032 s,,xception_filter_21_dconv_2,0.008 s,,,,,,
,,,,,,resnet50_channel_11c_conv_0,0.020 s,,xception_filter_21_1x1_conv_0,0.039 s,,,,,,
,,,,,,resnet50_channel_11c_conv_1,0.022 s,,xception_filter_21_1x1_conv_1,0.040 s,,,,,,
,,,,,,resnet50_channel_11c_conv_2,0.024 s,,xception_filter_21_1x1_conv_2,0.036 s,,,,,,
,,,,,,resnet50_channel_12a_conv_0,0.033 s,,xception_filter_22_dconv_0,0.008 s,,,,,,
,,,,,,resnet50_channel_12a_conv_1,0.032 s,,xception_filter_22_dconv_1,0.016 s,,,,,,
,,,,,,resnet50_channel_12a_conv_2,0.032 s,,xception_filter_22_dconv_2,0.008 s,,,,,,
,,,,,,resnet50_channel_12b_conv_0,0.031 s,,xception_filter_22_1x1_conv_0,0.039 s,,,,,,
,,,,,,resnet50_channel_12b_conv_1,0.029 s,,xception_filter_22_1x1_conv_1,0.038 s,,,,,,
,,,,,,resnet50_channel_12b_conv_2,0.029 s,,xception_filter_22_1x1_conv_2,0.029 s,,,,,,
,,,,,,resnet50_channel_12c_conv_0,0.020 s,,xception_filter_23_dconv_0,0.008 s,,,,,,
,,,,,,resnet50_channel_12c_conv_1,0.023 s,,xception_filter_23_dconv_1,0.008 s,,,,,,
,,,,,,resnet50_channel_12c_conv_2,0.022 s,,xception_filter_23_dconv_2,0.009 s,,,,,,
,,,,,,resnet50_channel_13a_conv_0,0.034 s,,xception_filter_23_1x1_conv_0,0.029 s,,,,,,
,,,,,,resnet50_channel_13a_conv_1,0.034 s,,xception_filter_23_1x1_conv_1,0.037 s,,,,,,
,,,,,,resnet50_channel_13a_conv_2,0.034 s,,xception_filter_23_1x1_conv_2,0.039 s,,,,,,
,,,,,,resnet50_channel_13b_conv_0,0.031 s,,xception_filter_24_dconv_0,0.008 s,,,,,,
,,,,,,resnet50_channel_13b_conv_1,0.032 s,,xception_filter_24_dconv_1,0.008 s,,,,,,
,,,,,,resnet50_channel_13b_conv_2,0.032 s,,xception_filter_24_dconv_2,0.008 s,,,,,,
,,,,,,resnet50_channel_13c_conv_0,0.023 s,,xception_filter_24_1x1_conv_0,0.040 s,,,,,,
,,,,,,resnet50_channel_13c_conv_1,0.022 s,,xception_filter_24_1x1_conv_1,0.035 s,,,,,,
,,,,,,resnet50_channel_13c_conv_2,0.021 s,,xception_filter_24_1x1_conv_2,0.034 s,,,,,,
,,,,,,resnet50_channel_14a_conv_0,0.032 s,,xception_filter_25_dconv_0,0.008 s,,,,,,
,,,,,,resnet50_channel_14a_conv_1,0.032 s,,xception_filter_25_dconv_1,0.011 s,,,,,,
,,,,,,resnet50_channel_14a_conv_2,0.036 s,,xception_filter_25_dconv_2,0.008 s,,,,,,
,,,,,,resnet50_channel_14b_conv_0,0.032 s,,xception_filter_25_1x1_conv_0,0.028 s,,,,,,
,,,,,,resnet50_channel_14b_conv_1,0.031 s,,xception_filter_25_1x1_conv_1,0.029 s,,,,,,
,,,,,,resnet50_channel_14b_conv_2,0.034 s,,xception_filter_25_1x1_conv_2,0.029 s,,,,,,
,,,,,,resnet50_channel_14c_conv_0,0.023 s,,xception_filter_26_dconv_0,0.008 s,,,,,,
,,,,,,resnet50_channel_14c_conv_1,0.024 s,,xception_filter_26_dconv_1,0.008 s,,,,,,
,,,,,,resnet50_channel_14c_conv_2,0.025 s,,xception_filter_26_dconv_2,0.008 s,,,,,,
,,,,,,resnet50_channel_15a_conv_0,0.028 s,,xception_filter_26_1x1_conv_0,0.029 s,,,,,,
,,,,,,resnet50_channel_15a_conv_1,0.028 s,,xception_filter_26_1x1_conv_1,0.029 s,,,,,,
,,,,,,resnet50_channel_15a_conv_2,0.030 s,,xception_filter_26_1x1_conv_2,0.029 s,,,,,,
,,,,,,resnet50_channel_15v_conv_0,0.031 s,,xception_filter_27_dconv_0,0.008 s,,,,,,
,,,,,,resnet50_channel_15v_conv_1,0.031 s,,xception_filter_27_dconv_1,0.009 s,,,,,,
,,,,,,resnet50_channel_15v_conv_2,0.033 s,,xception_filter_27_dconv_2,0.009 s,,,,,,
,,,,,,resnet50_channel_15c_conv_0,0.020 s,,xception_filter_27_1x1_conv_0,0.031 s,,,,,,
,,,,,,resnet50_channel_15c_conv_1,0.019 s,,xception_filter_27_1x1_conv_1,0.029 s,,,,,,
,,,,,,resnet50_channel_15c_conv_2,0.021 s,,xception_filter_27_1x1_conv_2,0.035 s,,,,,,
,,,,,,resnet50_channel_15s_conv_0,0.049 s,,xception_filter_28_dconv_0,0.009 s,,,,,,
,,,,,,resnet50_channel_15s_conv_1,0.046 s,,xception_filter_28_dconv_1,0.010 s,,,,,,
,,,,,,resnet50_channel_15s_conv_2,0.045 s,,xception_filter_28_dconv_2,0.008 s,,,,,,
,,,,,,resnet50_channel_16a_conv_0,0.024 s,,xception_filter_28_1x1_conv_0,0.028 s,,,,,,
,,,,,,resnet50_channel_16a_conv_1,0.024 s,,xception_filter_28_1x1_conv_1,0.030 s,,,,,,
,,,,,,resnet50_channel_16a_conv_2,0.024 s,,xception_filter_28_1x1_conv_2,0.029 s,,,,,,
,,,,,,resnet50_channel_16b_conv_0,0.032 s,,xception_filter_29_dconv_0,0.009 s,,,,,,
,,,,,,resnet50_channel_16b_conv_1,0.035 s,,xception_filter_29_dconv_1,0.008 s,,,,,,
,,,,,,resnet50_channel_16b_conv_2,0.035 s,,xception_filter_29_dconv_2,0.008 s,,,,,,
,,,,,,resnet50_channel_16c_conv_0,0.021 s,,xception_filter_29_1x1_conv_0,0.032 s,,,,,,
,,,,,,resnet50_channel_16c_conv_1,0.021 s,,xception_filter_29_1x1_conv_1,0.031 s,,,,,,
,,,,,,resnet50_channel_16c_conv_2,0.021 s,,xception_filter_29_1x1_conv_2,0.029 s,,,,,,
,,,,,,resnet50_channel_17a_conv_0,0.027 s,,xception_filter_30_dconv_0,0.008 s,,,,,,
,,,,,,resnet50_channel_17a_conv_1,0.027 s,,xception_filter_30_dconv_1,0.008 s,,,,,,
,,,,,,resnet50_channel_17a_conv_2,0.026 s,,xception_filter_30_dconv_2,0.008 s,,,,,,
,,,,,,resnet50_channel_17b_conv_0,0.031 s,,xception_filter_30_1x1_conv_0,0.036 s,,,,,,
,,,,,,resnet50_channel_17b_conv_1,0.032 s,,xception_filter_30_1x1_conv_1,0.040 s,,,,,,
,,,,,,resnet50_channel_17b_conv_2,0.033 s,,xception_filter_30_1x1_conv_2,0.040 s,,,,,,
,,,,,,resnet50_channel_17c_conv_0,0.020 s,,xception_filter_31_dconv_0,0.008 s,,,,,,
,,,,,,resnet50_channel_17c_conv_1,0.021 s,,xception_filter_31_dconv_1,0.008 s,,,,,,
,,,,,,resnet50_channel_17c_conv_2,0.021 s,,xception_filter_31_dconv_2,0.009 s,,,,,,
,,,,,,,,,xception_filter_31_1x1_conv_0,0.037 s,,,,,,
,,,,,,resnet50_spatial_1,0.129 s,,xception_filter_31_1x1_conv_1,0.038 s,,,,,,
,,,,,,resnet50_spatial_2a_conv,0.006 s,,xception_filter_31_1x1_conv_2,0.029 s,,,,,,
,,,,,,resnet50_spatial_2b_conv,0.013 s,,xception_filter_32_dconv_0,0.009 s,,,,,,
,,,,,,resnet50_spatial_2c_conv,0.009 s,,xception_filter_32_dconv_1,0.009 s,,,,,,
,,,,,,resnet50_spatial_2s_conv,0.009 s,,xception_filter_32_dconv_2,0.010 s,,,,,,
,,,,,,resnet50_spatial_3a_conv,0.012 s,,xception_filter_32_1x1_conv_0,0.030 s,,,,,,
,,,,,,resnet50_spatial_3b_conv,0.013 s,,xception_filter_32_1x1_conv_1,0.040 s,,,,,,
,,,,,,resnet50_spatial_3c_conv,0.010 s,,xception_filter_32_1x1_conv_2,0.034 s,,,,,,
,,,,,,resnet50_spatial_4a_conv,0.011 s,,xception_filter_33_dconv_0,0.008 s,,,,,,
,,,,,,resnet50_spatial_4b_conv,0.013 s,,xception_filter_33_dconv_1,0.008 s,,,,,,
,,,,,,resnet50_spatial_4c_conv,0.009 s,,xception_filter_33_dconv_2,0.019 s,,,,,,
,,,,,,resnet50_spatial_5a_conv,0.010 s,,xception_filter_33_1x1_conv_0,0.028 s,,,,,,
,,,,,,resnet50_spatial_5b_conv,0.013 s,,xception_filter_33_1x1_conv_1,0.039 s,,,,,,
,,,,,,resnet50_spatial_5c_conv,0.010 s,,xception_filter_33_1x1_conv_2,0.041 s,,,,,,
,,,,,,resnet50_spatial_5s_conv,0.020 s,,xception_filter_36_dconv_0,0.008 s,,,,,,
,,,,,,resnet50_spatial_6a_conv,0.010 s,,xception_filter_36_dconv_1,0.008 s,,,,,,
,,,,,,resnet50_spatial_6b_conv,0.013 s,,xception_filter_36_dconv_2,0.008 s,,,,,,
,,,,,,resnet50_spatial_6c_conv,0.010 s,,xception_filter_36_1x1_conv_0,0.029 s,,,,,,
,,,,,,resnet50_spatial_7a_conv,0.010 s,,xception_filter_36_1x1_conv_1,0.038 s,,,,,,
,,,,,,resnet50_spatial_7b_conv,0.013 s,,xception_filter_36_1x1_conv_2,0.029 s,,,,,,
,,,,,,resnet50_spatial_7c_conv,0.010 s,,xception_filter_37_dconv_0,0.008 s,,,,,,
,,,,,,resnet50_spatial_8a_conv,0.010 s,,xception_filter_37_dconv_1,0.008 s,,,,,,
,,,,,,resnet50_spatial_8b_conv,0.014 s,,xception_filter_37_dconv_2,0.008 s,,,,,,
,,,,,,resnet50_spatial_8c_conv,0.010 s,,xception_filter_37_1x1_conv_0,0.040 s,,,,,,
,,,,,,resnet50_spatial_9a_conv,0.011 s,,xception_filter_37_1x1_conv_1,0.041 s,,,,,,
,,,,,,resnet50_spatial_9b_conv,0.023 s,,xception_filter_37_1x1_conv_2,0.041 s,,,,,,
,,,,,,resnet50_spatial_9c_conv,0.011 s,,xception_filter_35_conv,0.041 s,,,,,,
,,,,,,resnet50_spatial_9s_conv,0.016 s,,xception_filter_38_dconv_0,0.005 s,,,,,,
,,,,,,resnet50_spatial_10a_conv,0.014 s,,xception_filter_38_dconv_1,0.005 s,,,,,,
,,,,,,resnet50_spatial_10b_conv,0.023 s,,xception_filter_38_dconv_2,0.005 s,,,,,,
,,,,,,resnet50_spatial_10c_conv,0.011 s,,xception_filter_38_1x1_conv_0,0.026 s,,,,,,
,,,,,,resnet50_spatial_11a_conv,0.014 s,,xception_filter_38_1x1_conv_1,0.024 s,,,,,,
,,,,,,resnet50_spatial_11b_conv,0.024 s,,xception_filter_38_1x1_conv_2,0.024 s,,,,,,
,,,,,,resnet50_spatial_11c_conv,0.011 s,,xception_filter_39_dconv_0,0.006 s,,,,,,
,,,,,,resnet50_spatial_12a_conv,0.014 s,,xception_filter_39_dconv_1,0.006 s,,,,,,
,,,,,,resnet50_spatial_12b_conv,0.024 s,,xception_filter_39_dconv_2,0.006 s,,,,,,
,,,,,,resnet50_spatial_12c_conv,0.011 s,,xception_filter_39_1x1_conv_0,0.043 s,,,,,,
,,,,,,resnet50_spatial_13a_conv,0.014 s,,xception_filter_39_1x1_conv_1,0.043 s,,,,,,
,,,,,,resnet50_spatial_13b_conv,0.024 s,,xception_filter_39_1x1_conv_2,0.043 s,,,,,,
,,,,,,resnet50_spatial_13c_conv,0.011 s,,,,,,,,,
,,,,,,resnet50_spatial_14a_conv,0.014 s,,,,,,,,,
,,,,,,resnet50_spatial_14b_conv,0.023 s,,,,,,,,,
,,,,,,resnet50_spatial_14c_conv,0.011 s,,,,,,,,,
,,,,,,resnet50_spatial_15a_conv,0.012 s,,,,,,,,,
,,,,,,resnet50_spatial_15b_conv,0.034 s,,,,,,,,,
,,,,,,resnet50_spatial_15c_conv,0.021 s,,,,,,,,,
,,,,,,resnet50_spatial_15s_conv,0.036 s,,,,,,,,,
,,,,,,resnet50_spatial_16a_conv,0.020 s,,,,,,,,,
,,,,,,resnet50_spatial_16b_conv,0.035 s,,,,,,,,,
,,,,,,resnet50_spatial_16c_conv,0.022 s,,,,,,,,,
,,,,,,resnet50_spatial_17a_conv,0.019 s,,,,,,,,,
,,,,,,resnet50_spatial_17b_conv,0.034 s,,,,,,,,,
,,,,,,resnet50_spatial_17c_conv,0.021 s,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,resnet50_filter_1,0.134 s,,,,,,,,,
,,,,,,resnet50_filter_2a_conv_0,0.012 s,,,,,,,,,
,,,,,,resnet50_filter_2a_conv_1,0.012 s,,,,,,,,,
,,,,,,resnet50_filter_2a_conv_2,0.018 s,,,,,,,,,
,,,,,,resnet50_filter_2b_conv_0,0.036 s,,,,,,,,,
,,,,,,resnet50_filter_2b_conv_1,0.036 s,,,,,,,,,
,,,,,,resnet50_filter_2b_conv_2,0.040 s,,,,,,,,,
,,,,,,resnet50_filter_2c_conv_0,0.044 s,,,,,,,,,
,,,,,,resnet50_filter_2c_conv_1,0.042 s,,,,,,,,,
,,,,,,resnet50_filter_2c_conv_2,0.052 s,,,,,,,,,
,,,,,,resnet50_filter_2s_conv_0,0.042 s,,,,,,,,,
,,,,,,resnet50_filter_2s_conv_1,0.047 s,,,,,,,,,
,,,,,,resnet50_filter_2s_conv_2,0.048 s,,,,,,,,,
,,,,,,resnet50_filter_3a_conv_0,0.039 s,,,,,,,,,
,,,,,,resnet50_filter_3a_conv_1,0.039 s,,,,,,,,,
,,,,,,resnet50_filter_3a_conv_2,0.043 s,,,,,,,,,
,,,,,,resnet50_filter_3b_conv_0,0.039 s,,,,,,,,,
,,,,,,resnet50_filter_3b_conv_1,0.038 s,,,,,,,,,
,,,,,,resnet50_filter_3b_conv_2,0.041 s,,,,,,,,,
,,,,,,resnet50_filter_3c_conv_0,0.042 s,,,,,,,,,
,,,,,,resnet50_filter_3c_conv_1,0.047 s,,,,,,,,,
,,,,,,resnet50_filter_3c_conv_2,0.057 s,,,,,,,,,
,,,,,,resnet50_filter_4a_conv_0,0.039 s,,,,,,,,,
,,,,,,resnet50_filter_4a_conv_1,0.040 s,,,,,,,,,
,,,,,,resnet50_filter_4a_conv_2,0.042 s,,,,,,,,,
,,,,,,resnet50_filter_4b_conv_0,0.043 s,,,,,,,,,
,,,,,,resnet50_filter_4b_conv_1,0.039 s,,,,,,,,,
,,,,,,resnet50_filter_4b_conv_2,0.044 s,,,,,,,,,
,,,,,,resnet50_filter_4c_conv_0,0.046 s,,,,,,,,,
,,,,,,resnet50_filter_4c_conv_1,0.046 s,,,,,,,,,
,,,,,,resnet50_filter_4c_conv_2,0.058 s,,,,,,,,,
,,,,,,resnet50_filter_5a_conv_0,0.036 s,,,,,,,,,
,,,,,,resnet50_filter_5a_conv_1,0.036 s,,,,,,,,,
,,,,,,resnet50_filter_5a_conv_2,0.037 s,,,,,,,,,
,,,,,,resnet50_filter_5b_conv_0,0.031 s,,,,,,,,,
,,,,,,resnet50_filter_5b_conv_1,0.027 s,,,,,,,,,
,,,,,,resnet50_filter_5b_conv_2,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_5c_conv_0,0.025 s,,,,,,,,,
,,,,,,resnet50_filter_5c_conv_1,0.031 s,,,,,,,,,
,,,,,,resnet50_filter_5c_conv_2,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_5s_conv_0,0.053 s,,,,,,,,,
,,,,,,resnet50_filter_5s_conv_1,0.063 s,,,,,,,,,
,,,,,,resnet50_filter_5s_conv_2,0.062 s,,,,,,,,,
,,,,,,resnet50_filter_6a_conv_0,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_6a_conv_1,0.028 s,,,,,,,,,
,,,,,,resnet50_filter_6a_conv_2,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_6b_conv_0,0.028 s,,,,,,,,,
,,,,,,resnet50_filter_6b_conv_1,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_6b_conv_2,0.031 s,,,,,,,,,
,,,,,,resnet50_filter_6c_conv_0,0.026 s,,,,,,,,,
,,,,,,resnet50_filter_6c_conv_1,0.032 s,,,,,,,,,
,,,,,,resnet50_filter_6c_conv_2,0.031 s,,,,,,,,,
,,,,,,resnet50_filter_7a_conv_0,0.025 s,,,,,,,,,
,,,,,,resnet50_filter_7a_conv_1,0.028 s,,,,,,,,,
,,,,,,resnet50_filter_7a_conv_2,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_7b_conv_0,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_7b_conv_1,0.027 s,,,,,,,,,
,,,,,,resnet50_filter_7b_conv_2,0.032 s,,,,,,,,,
,,,,,,resnet50_filter_7c_conv_0,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_7c_conv_1,0.032 s,,,,,,,,,
,,,,,,resnet50_filter_7c_conv_2,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_8a_conv_0,0.024 s,,,,,,,,,
,,,,,,resnet50_filter_8a_conv_1,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_8a_conv_2,0.028 s,,,,,,,,,
,,,,,,resnet50_filter_8b_conv_0,0.028 s,,,,,,,,,
,,,,,,resnet50_filter_8b_conv_1,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_8b_conv_2,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_8c_conv_0,0.031 s,,,,,,,,,
,,,,,,resnet50_filter_8c_conv_1,0.025 s,,,,,,,,,
,,,,,,resnet50_filter_8c_conv_2,0.037 s,,,,,,,,,
,,,,,,resnet50_filter_9a_conv_0,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_9a_conv_1,0.022 s,,,,,,,,,
,,,,,,resnet50_filter_9a_conv_2,0.025 s,,,,,,,,,
,,,,,,resnet50_filter_9b_conv_0,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_9b_conv_1,0.027 s,,,,,,,,,
,,,,,,resnet50_filter_9b_conv_2,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_9c_conv_0,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_9c_conv_1,0.022 s,,,,,,,,,
,,,,,,resnet50_filter_9c_conv_2,0.028 s,,,,,,,,,
,,,,,,resnet50_filter_9s_conv_0,0.043 s,,,,,,,,,
,,,,,,resnet50_filter_9s_conv_1,0.043 s,,,,,,,,,
,,,,,,resnet50_filter_9s_conv_2,0.046 s,,,,,,,,,
,,,,,,resnet50_filter_10a_conv_0,0.020 s,,,,,,,,,
,,,,,,resnet50_filter_10a_conv_1,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_10a_conv_2,0.024 s,,,,,,,,,
,,,,,,resnet50_filter_10b_conv_0,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_10b_conv_1,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_10b_conv_2,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_10c_conv_0,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_10c_conv_1,0.023 s,,,,,,,,,
,,,,,,resnet50_filter_10c_conv_2,0.026 s,,,,,,,,,
,,,,,,resnet50_filter_11a_conv_0,0.023 s,,,,,,,,,
,,,,,,resnet50_filter_11a_conv_1,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_11a_conv_2,0.023 s,,,,,,,,,
,,,,,,resnet50_filter_11b_conv_0,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_11b_conv_1,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_11b_conv_2,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_11c_conv_0,0.023 s,,,,,,,,,
,,,,,,resnet50_filter_11c_conv_1,0.020 s,,,,,,,,,
,,,,,,resnet50_filter_11c_conv_2,0.025 s,,,,,,,,,
,,,,,,resnet50_filter_12a_conv_0,0.020 s,,,,,,,,,
,,,,,,resnet50_filter_12a_conv_1,0.018 s,,,,,,,,,
,,,,,,resnet50_filter_12a_conv_2,0.020 s,,,,,,,,,
,,,,,,resnet50_filter_12b_conv_0,0.027 s,,,,,,,,,
,,,,,,resnet50_filter_12b_conv_1,0.027 s,,,,,,,,,
,,,,,,resnet50_filter_12b_conv_2,0.028 s,,,,,,,,,
,,,,,,resnet50_filter_12c_conv_0,0.020 s,,,,,,,,,
,,,,,,resnet50_filter_12c_conv_1,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_12c_conv_2,0.026 s,,,,,,,,,
,,,,,,resnet50_filter_13a_conv_0,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_13a_conv_1,0.022 s,,,,,,,,,
,,,,,,resnet50_filter_13a_conv_2,0.022 s,,,,,,,,,
,,,,,,resnet50_filter_13b_conv_0,0.031 s,,,,,,,,,
,,,,,,resnet50_filter_13b_conv_1,0.031 s,,,,,,,,,
,,,,,,resnet50_filter_13b_conv_2,0.033 s,,,,,,,,,
,,,,,,resnet50_filter_13c_conv_0,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_13c_conv_1,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_13c_conv_2,0.026 s,,,,,,,,,
,,,,,,resnet50_filter_14a_conv_0,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_14a_conv_1,0.022 s,,,,,,,,,
,,,,,,resnet50_filter_14a_conv_2,0.024 s,,,,,,,,,
,,,,,,resnet50_filter_14b_conv_0,0.031 s,,,,,,,,,
,,,,,,resnet50_filter_14b_conv_1,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_14b_conv_2,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_14c_conv_0,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_14c_conv_1,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_14c_conv_2,0.024 s,,,,,,,,,
,,,,,,resnet50_filter_15a_conv_0,0.019 s,,,,,,,,,
,,,,,,resnet50_filter_15a_conv_1,0.017 s,,,,,,,,,
,,,,,,resnet50_filter_15a_conv_2,0.016 s,,,,,,,,,
,,,,,,resnet50_filter_15b_conv_0,0.030 s,,,,,,,,,
,,,,,,resnet50_filter_15b_conv_1,0.032 s,,,,,,,,,
,,,,,,resnet50_filter_15b_conv_2,0.032 s,,,,,,,,,
,,,,,,resnet50_filter_15c_conv_0,0.019 s,,,,,,,,,
,,,,,,resnet50_filter_15c_conv_1,0.018 s,,,,,,,,,
,,,,,,resnet50_filter_15c_conv_2,0.020 s,,,,,,,,,
,,,,,,resnet50_filter_15s_conv_0,0.037 s,,,,,,,,,
,,,,,,resnet50_filter_15s_conv_1,0.040 s,,,,,,,,,
,,,,,,resnet50_filter_15s_conv_2,0.038 s,,,,,,,,,
,,,,,,resnet50_filter_16a_conv_0,0.020 s,,,,,,,,,
,,,,,,resnet50_filter_16a_conv_1,0.020 s,,,,,,,,,
,,,,,,resnet50_filter_16a_conv_2,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_16b_conv_0,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_16b_conv_1,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_16b_conv_2,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_16c_conv_0,0.019 s,,,,,,,,,
,,,,,,resnet50_filter_16c_conv_1,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_16c_conv_2,0.022 s,,,,,,,,,
,,,,,,resnet50_filter_17a_conv_0,0.021 s,,,,,,,,,
,,,,,,resnet50_filter_17a_conv_1,0.020 s,,,,,,,,,
,,,,,,resnet50_filter_17a_conv_2,0.020 s,,,,,,,,,
,,,,,,resnet50_filter_17b_conv_0,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_17b_conv_1,0.032 s,,,,,,,,,
,,,,,,resnet50_filter_17b_conv_2,0.029 s,,,,,,,,,
,,,,,,resnet50_filter_17c_conv_0,0.019 s,,,,,,,,,
,,,,,,resnet50_filter_17c_conv_1,0.018 s,,,,,,,,,
,,,,,,resnet50_filter_17c_conv_2,0.023 s,,,,,,,,,